id,subject,question,similar_question,similarity_score,approach_summary,conceptual,structural,difficulty,transferability,overall,rationale,provider_used,model_used
127e5,Mathematics,Prove that \( \sec x + \tan x = \tan \left( \frac{\Pi}{4} + \frac{x}{2} \right) \),Prove that: 4+ tanx = 2(2+ sin²xcos²x) + tanx,0.9836,"The approach involves simplifying the right-hand side (RHS) of the equation and comparing it with the left-hand side (LHS). By expanding the RHS, we get \(4 + 2\sin^2 x \cos^2 x + \tan x\). For the equation to hold true, \(2\sin^2 x \cos^2 x\) must be equal to 0, implying that either \(\sin x = 0\) or \(\cos x = 0\). This condition is not true for all values of \(x\), leading to the conclusion that the given statement is not a general trigonometric identity.",2,3,1,1,1.8,"Both are trigonometric 'prove that' questions, sharing structural similarity. However, the specific identities and algebraic manipulations required are different, making the conceptual and transferability scores lower, and the first question significantly more difficult.",google,gemini-2.5-flash
12955,Physics,"तार में प्रवाहित धारा के कारण मूल बिन्दु पर चुम्बकीय क्षेत्र है -

The diagram shows a 3D coordinate system with X, Y, and Z axes. A closed loop is present, formed by three segments. Two segments of length 'a' lie along the X and Z axes, respectively. The third segment connects the ends of these two segments. A straight line is parallel to the Y-axis, extending from the origin up to infinity. Another straight line extends from the origin along the negative X-axis up to infinity. A point is marked at the origin.","चित्र के P बिन्दु पर a भुजा के वर्ग के कारण चुम्बकीय क्षेत्र का मान ज्ञात करें।

The diagram shows a square loop with side 'a' carrying a current 'i'. The current enters from the left side, flows horizontally to the right, then vertically upwards, then horizontally to the left, and finally vertically downwards. The current exits to the right. A point 'P' is located at the center of the square loop.",0.9668,"The magnetic field at the center due to a square loop is calculated by identifying that the loop consists of four straight segments. The magnetic field due to each segment is calculated using the formula $B = \frac{\mu_0 i}{4 \pi r} (\sin \theta_1 + \sin \theta_2)$. The parameters $r$, $\theta_1$, and $\theta_2$ are determined based on the geometry of the square. The magnetic fields due to all sides point in the same direction, and the total magnetic field is the sum of the magnetic fields due to each side.",4,2,0,1,1.5,"Both questions apply the Biot-Savart law to find the magnetic field due to current. The conceptual core is identical. However, the geometric complexity and dimensional aspects are vastly different, leading to significantly different solution approaches and difficulty levels.",google,gemini-2.5-flash
13b0d,Mathematics,"माना a,b,c वास्तविक संख्याएँ है एवं a ≠ 0 तथा α, β समीकरण \(ax^2 + bx + c = 0\) के मूल हैं, तो समीकरण \(a^3 x^2 + abcx + c^3 = 0\) के मूलों को α, β के पदों में व्यक्त करो।","Let $$a,\,b,\,c$$ be real numbers with $$a \ne 0$$ and let $$\alpha ,\,\beta $$ be the roots of the equation $$a{x^2} + bx + c = 0$$. Express the roots of $${a^3}{x^2} + abcx + {c^3} = 0$$ in terms of $$\alpha ,\,\beta \,$$.",0.9814,"Given a quadratic equation $ax^2 + bx + c = 0$ with roots $\alpha$ and $\beta$, we want to find the roots of the equation $a^3x^2 + abcx + c^3 = 0$ in terms of $\alpha$ and $\beta$. We know that the sum of the roots $\alpha + \beta = -b/a$ and the product of the roots $\alpha\beta = c/a$. For the new equation $a^3x^2 + abcx + c^3 = 0$, let the roots be $x_1$ and $x_2$. Then the sum of the roots is $x_1 + x_2 = -abc/a^3 = -bc/a^2 = -(b/a)(c/a) = (\alpha + \beta)(\alpha\beta)$. The product of the roots is $x_1x_2 = c^3/a^3 = (c/a)^3 = (\alpha\beta)^3$. By observation, if we choose $x_1 = \alpha^2\beta$ and $x_2 = \alpha\beta^2$, then $x_1 + x_2 = \alpha^2\beta + \alpha\beta^2 = \alpha\beta(\alpha + \beta)$ and $x_1x_2 = (\alpha^2\beta)(\alpha\beta^2) = \alpha^3\beta^3 = (\alpha\beta)^3$. Thus, the roots of the equation $a^3x^2 + abcx + c^3 = 0$ are $\alpha^2\beta$ and $\alpha\beta^2$.",4,4,4,4,4.0,"The two questions are absolutely identical in every aspect: conceptual basis, structural format, expected difficulty, and solution method. One is merely a translation of the other.",google,gemini-2.5-flash
13b0d,Mathematics,"माना a,b,c वास्तविक संख्याएँ है एवं a ≠ 0 तथा α, β समीकरण \(ax^2 + bx + c = 0\) के मूल हैं, तो समीकरण \(a^3 x^2 + abcx + c^3 = 0\) के मूलों को α, β के पदों में व्यक्त करो।","यदि α, β समीकरण 2x² - 35x + 2 = 0 के मूल है, तो (2α-35)³ (2β-35)³ का मान बराबर है -
यदि समीकरण ax² + x + b = 0 के मूल वास्तविक तथा भिन्न हों, तो समीकरण x² - 4√ab x + 1 = 0 के मूल",0.9809,"The approach begins by using Vieta's formulas to find the product of the roots \( \alpha \beta = 1 \). Then, using the fact that \( \alpha \) and \( \beta \) are roots of the given quadratic equation, the expressions \( 2\alpha - 35 \) and \( 2\beta - 35 \) are simplified to \( -\frac{2}{\alpha} \) and \( -\frac{2}{\beta} \) respectively. These simplified forms are substituted into the expression \( (2\alpha-35)^3 (2\beta-35)^3 \), which simplifies to \( \frac{64}{(\alpha\beta)^3} \). Finally, using the value of \( \alpha\beta = 1 \), the expression evaluates to 64.",2,0,1,0,0.8,"The original is a single problem on transformed roots. The 'similar' question comprises two distinct, unrelated problems. While all deal with quadratic equations and roots, their specific sub-topics, structures, and solution methods are highly dissimilar, preventing transferability.",google,gemini-2.5-flash
141af,Mathematics,"For a geometric progression if \(T_3 = 2, T_6 = -\frac{1}{4}\) find \(T_{10}\).","Let A_1, A_2, A_3,.....be an increasing geometric progression of positive real numbers. If A_1A_3A_5A_7 = \frac{1}{1296} and A_2 + A_4 = \frac{7}{36}, then, the value of A_6 + A_8 + A_{10} is equal to",0.9706,"The solution uses the properties of geometric progression to find the value of A_6 + A_8 + A_{10}. It uses the given equations A_1A_3A_5A_7 = 1/1296 and A_2 + A_4 = 7/36 to find the values of \(A_4\) and \(A_2\). Finally, the value of A_6 + A_8 + A_{10} is computed.",4,2,2,2,2.5,"Both questions revolve around geometric progressions and finding terms. The core conceptual understanding of GP is identical. However, the given information and the quantity asked differ, leading to different structural approaches and difficulty levels in setting up and solving for 'a' and 'r'.",google,gemini-2.5-flash
141af,Mathematics,"For a geometric progression if \(T_3 = 2, T_6 = -\frac{1}{4}\) find \(T_{10}\).","Let $a_1, a_2, a_3, \dots$ be in arithmetic progression and $g_1, g_2, g_3, \dots$ be in geometric progression. If $a_1 = 2 = g_1$ and $a_{10} = 3 = g_{10}$, then the value of $(a_7g_{19} + a_{19}g_{28})$ equals",0.9726,"The solution uses the properties of arithmetic and geometric progressions to find the values of $a_7$, $g_{19}$, $a_{19}$, and $g_{28}$. It starts by finding the common difference $d$ of the arithmetic progression and the common ratio $r$ of the geometric progression using the given values of $a_1$, $a_{10}$, $g_1$, and $g_{10}$. Then, it calculates $a_7g_{19}$ and $a_{19}g_{28}$ separately and adds them to get the final answer.",1,0,0,0,0.3,"The original is a straightforward GP problem. The similar question involves both AP and GP simultaneously in a complex expression, requiring a completely different problem-solving strategy and significantly higher difficulty. Conceptual overlap is minimal beyond basic GP definitions.",google,gemini-2.5-flash
1532d,Physics,A particle of mass 2 m is projected at an angle of 45° with horizontal with a velocity of 20√2 m/s. After 1 s explosion takes place and the particle is broken into two equal pieces. As a result of explosion one part comes to rest. Find the maximum height attained by the other part. Take g = 10 m/s².,A ball is projected from the ground at a speed of 10 ms$^{-1}$ making an angle of 30° with the horizontal. Another ball is simultaneously released from a point on the vertical line along the maximum height of the projectile. Both the balls collide at the maximum height of the first ball. The initial height of the second ball is (g = 10 ms$^{-2}$),0.9723,"The problem involves two balls, one projected from the ground and another released from a height, colliding at the maximum height of the first ball's trajectory. To find the initial height of the second ball, we first calculate the maximum height ($h_0$) attained by the first ball using the projectile motion formula $h_0 = \frac{u^2 \, sin^2(\theta)}{2g}$, where $u$ is the initial velocity and $\theta$ is the angle of projection. Then, we find the time ($t$) taken by the first ball to reach this maximum height using $t = \frac{u \, sin(\theta)}{g}$. Next, we calculate the distance ($S$) the second ball falls in time $t$ using the formula $S = \frac{1}{2}gt^2$. Finally, the initial height of the second ball is the sum of the maximum height ($h_0$) and the distance ($S$) fallen by the second ball.",2,2,3,1,2.0,"Both problems involve projectile motion and an event causing a change in motion. The difficulty level is comparable. However, the specific event (explosion with momentum conservation vs. collision kinematics) and the subsequent physics principles are distinct, limiting transferability of methods.",google,gemini-2.5-flash
1532d,Physics,A particle of mass 2 m is projected at an angle of 45° with horizontal with a velocity of 20√2 m/s. After 1 s explosion takes place and the particle is broken into two equal pieces. As a result of explosion one part comes to rest. Find the maximum height attained by the other part. Take g = 10 m/s².,"A particle of mass m is projected with a speed
u from the ground at an angle
$$\theta  = {\pi  \over 3}$$ w.r.t.
horizontal (x-axis). When it has reached its
maximum height, it collides completely
inelastically with another particle of the same
mass and velocity $$u\widehat i$$ . The horizontal distance
covered by the combined mass before reaching
the ground is:",0.9689,"The problem involves an inelastic collision at the maximum height of a projectile. First, use conservation of momentum to find the velocity V of the combined mass after the collision. Then calculate the maximum height (H_max) reached by the projectile. Next, find the time taken for the combined mass to fall from H_max to the ground. Finally, calculate the horizontal distance traveled by the combined mass during this time using the horizontal velocity V.",4,3,4,3,3.5,"Both questions involve projectile motion followed by a momentum-conserving event (explosion/inelastic collision) and then further projectile motion. The core concepts and multi-stage problem structure are highly similar, leading to good transferability, despite differences in specific details and quantities sought.",google,gemini-2.5-flash
15d56,Physics,If \(\vec{A}\) and \(\vec{B}\) are two vectors satisfying the relation \(\vec{A}\cdot\vec{B} = |\vec{A}\times\vec{B}|\). Then the value of \(|\vec{A}-\vec{B}|\) will be:,"If $\overrightarrow{A}$ and $\overrightarrow{B}$ are two vectors satisfying the relation $\overrightarrow{A}.\overrightarrow{B} = |\overrightarrow{A} \times \overrightarrow{B}|$, then the value of $|\overrightarrow{A} - \overrightarrow{B}|$ will be",0.9852,"Given the relation $\overrightarrow{A}.\overrightarrow{B} = |\overrightarrow{A} \times \overrightarrow{B}|$, we can express this in terms of magnitudes and the angle $\theta$ between the vectors, such that $ABcos\theta = ABsin\theta$. From this, we deduce that $cos\theta = sin\theta$, which implies that $\theta = 45^\circ$. Then, to find the magnitude of the difference between the vectors $|\overrightarrow{A} - \overrightarrow{B}|$, we use the formula $|\overrightarrow{A} - \overrightarrow{B}| = \sqrt{A^2 + B^2 - 2ABcos\theta}$. Substituting $\theta = 45^\circ$, we get $|\overrightarrow{A} - \overrightarrow{B}| = \sqrt{A^2 + B^2 - 2ABcos(45^\circ)} = \sqrt{A^2 + B^2 - \sqrt{2}AB}$.",4,4,4,4,4.0,"The two questions are absolutely identical in every aspect: conceptual basis, structural format, expected difficulty, and solution method. One is merely a re-display of the other.",google,gemini-2.5-flash
15d56,Physics,If \(\vec{A}\) and \(\vec{B}\) are two vectors satisfying the relation \(\vec{A}\cdot\vec{B} = |\vec{A}\times\vec{B}|\). Then the value of \(|\vec{A}-\vec{B}|\) will be:,What is the value of |(\vec{A} + \vec{B}) \times (\vec{A} - \vec{B})|?,0.9821,"Using the distributive property of the cross product, expand the expression. Note that the cross product of any vector with itself is zero, and \(\vec{B} \times \vec{A} = - \vec{A} \times \vec{B}\).",1,0,1,0,0.5,"The original question involves a conditional relation between vectors to find a specific value. The 'similar' question is a standalone vector algebra simplification that does not use the condition given in the original question, making them conceptually and structurally very different with no transferability.",google,gemini-2.5-flash
15dab,Mathematics,"(viii) रेखाओं $x - y = 0, x + y = 0, x - y + 4 = 0, x + y = 4$ से निर्मित चतुर्भुज के परिवृत्त का समीकरण है?","x अक्ष से \(\frac{\pi}{4}\) पर झुकी हुई रेखा का समीकरण कि वह व्रतो \(x^2 + y^2 = 4\), \(x^2 + y^2 - 10x - 14y + 65 = 0\) पर बराबर लम्बाई का अन्तः खण्ड काटती है:",0.9679,"The approach starts by determining the equation of the line, given that it is inclined at \( \frac{\pi}{4} \) to the x-axis, implying a slope of 1. Thus, the line equation is expressed as \( y = x + c \) or \( x - y + c = 0 \). Then, the properties (center and radius) of the two given circles are identified. The perpendicular distances from the centers of the circles to the line are calculated using the formula for the distance from a point to a line. Using the condition that the line cuts equal intercepts on both circles, the equation \( r_1^2 - d_1^2 = r_2^2 - d_2^2 \) is applied, where \( r \) is the radius and \( d \) is the perpendicular distance. This equation is then solved for \( c \). Finally, the value of \( c \) is substituted back into the line equation to obtain the final equation of the line.",1,0,2,0,0.5,"Both are analytical geometry problems involving circles, but the core concepts are very different. Q1 is about finding a circumcircle from lines, while Q2 is about a line cutting equal chords from two circles. The problem structures and solution methods are distinct.",google,gemini-2.5-flash
15dab,Mathematics,"(viii) रेखाओं $x - y = 0, x + y = 0, x - y + 4 = 0, x + y = 4$ से निर्मित चतुर्भुज के परिवृत्त का समीकरण है?","एक बिन्दु P इस प्रकार चलायमान है कि इसकी बिन्दुओं (1, 2) तथा (-2, 1) से दूरियों के वर्गों का योग 14 है। माना P का बिन्दुपथ f(x, y) = 0 है, जो x-अक्ष को बिन्दुओं A, B पर तथा y-अक्ष को बिन्दुओं C, D पर काटता है। तो चतुर्भुज ACBD का क्षेत्रफल बराबर है:",0.9684,"Let $P(x, y)$ be the moving point. Given points are $A_1(1, 2)$ and $A_2(-2, 1)$. According to the problem, $PA_1^2 + PA_2^2 = 14$. By using the distance formula and simplifying the equation, the locus of $P$ is found to be $x^2 + y^2 + x - 3y - 2 = 0$. To find the x-intercepts, set $y = 0$ and solve for $x$, which gives points $A(1, 0)$ and $B(-2, 0)$. To find the y-intercepts, set $x = 0$ and solve for $y$, which gives points $C(0, \frac{3+\sqrt{17}}{2})$ and $D(0, \frac{3-\sqrt{17}}{2})$. The quadrilateral $ACBD$ has perpendicular diagonals $AB$ and $CD$. The length of $AB$ is 3 and the length of $CD$ is $\sqrt{17}$. The area of quadrilateral $ACBD$ is $\frac{1}{2} \times 3 \times \sqrt{17} = \frac{3\sqrt{17}}{2}$.",2,1,3,0,1.0,"Both are analytical geometry problems involving circles and quadrilaterals. However, Q1 finds a circumcircle of a quadrilateral defined by lines, while Q2 finds a locus (which is a circle), then its intercepts, and finally the area of a quadrilateral formed by these intercepts. The specific tasks and solution paths are different.",google,gemini-2.5-flash
16950,Physics,The mass of a bucket full of water is 15 kg. It is being pulled up from a 15m deep well. Due to a hole in the bucket 6 kg water flows out of the bucket uniformly. The work done in drawing the bucket out of the well will be (g = 10m/s²)-,"A bucket full of water weighs 5 kg, it is pulled from a well 20 m deep. There is small hole in the bucket through which water leaks at a constant rate. If it is observed that for every metre the bucket loses 0.2 kg mass of water, then the total work (in J) done in pulling the bucket up from the well is [g = 10 ms^{-2}]",0.9803,"The problem requires us to calculate the work done to pull a leaking bucket of water from a well. The approach involves recognizing that the weight of the bucket decreases linearly with the distance it is pulled up due to the water leakage. The weight of the bucket at a distance x from the bottom of the well is given by (5 - 0.2x) kg. The work done is then calculated by integrating the force (weight times gravity) with respect to distance from x = 0 to x = 20. The integral is evaluated, and the limits are applied to find the total work done.",4,4,4,4,4.0,"Both questions are almost identical, asking for work done in pulling water from a well where the mass of water leaks uniformly. The core concept of calculating work for a varying mass system using integration is the same, and the problem structure and required calculations are nearly identical.",google,gemini-2.5-flash
16950,Physics,The mass of a bucket full of water is 15 kg. It is being pulled up from a 15m deep well. Due to a hole in the bucket 6 kg water flows out of the bucket uniformly. The work done in drawing the bucket out of the well will be (g = 10m/s²)-,A man pulls a bucket of water from a well of depth h. If the mass of the uniform rope and bucket full of water are m and M respectively. The value of work done by the man is,0.9669,"The work done by the man is the sum of the work done to lift the bucket full of water and the work done to lift the rope. The work done to lift the bucket full of water is Mgh, where M is the mass of the bucket full of water, g is the acceleration due to gravity, and h is the depth of the well. The work done to lift the rope is (mgh)/2, where m is the mass of the rope. Therefore, the total work done by the man is W = (mgh)/2 + Mgh = ((m/2) + M)gh.",3,3,3,2,3.0,"Both questions involve calculating work done against gravity where the effective mass changes with height. Q1 deals with leaking water, while Q2 deals with a rope being pulled up and a constant mass bucket. The general principle of integration is the same, but the specific functions for varying mass differ, leading to different integral setups.",google,gemini-2.5-flash
17423,Physics,"Two vectors acting in the opposite directions have a resultant of 10 units. If they act at right angles to each other, then the resultant is 50 units. Calculate the magnitude of two vectors. Forces of magnitude 5N, 12N & 13N acting on a body be zero If sin 23° = (5/13)","The resultant of two forces, each P, acting at an angle \theta is:",0.9697,"The resultant of two forces, each P, acting at an angle \theta is found using the formula for the magnitude of the resultant vector |R|. The formula involves the magnitudes of the individual forces and the cosine of the angle between them. Using the trigonometric identity 1 + cos(\theta) = 2cos^2(\frac{\theta}{2}), the expression is simplified to find the magnitude of the resultant force.",3,2,1,1,1.5,"Both questions involve vector addition and resultants. Q1 asks to find magnitudes of two vectors given resultant under specific conditions, requiring solving a system of equations. Q2 asks for a general formula for the resultant of two equal vectors at an angle. Q1 is a specific problem-solving scenario, Q2 is a formula derivation/recall, with Q1 being significantly harder. The second part of Q1 seems unrelated.",google,gemini-2.5-flash
1795d,Chemistry,"log(Kp/Kc) + log(RT) = 0 is a relationship for the reaction:

The image presents a multiple-choice question related to chemical equilibrium. The question asks which reaction corresponds to the relationship log(Kp/Kc) + log(RT) = 0. The multiple-choice options are: (A) PCl5 in equilibrium with PCl3 + Cl2, (B) 2SO2 + O2 in equilibrium with 2SO3, (C) H2 + I2 in equilibrium with 2HI, and (D) N2 + 3H2 in equilibrium with 2NH3.","For the reaction ${N_{2(g)}} + {O_{2(g)}} \rightleftharpoons 2N{O_{(g)}}$, the value of ${K_c}$ at ${800^0}C$ is 0.1. When the equilibrium concentrations of both the reactants is 0.5 mol, what is the value of ${K_p}$ at the same temperature ",0.964,"The problem provides the equilibrium constant Kc for the reaction N2(g) + O2(g) ⇌ 2NO(g) at 800°C and asks for the value of Kp at the same temperature. To find Kp, the formula Kp = Kc(RT)^(Δn) is used. First, Δn is calculated, which is the change in the number of moles of gas (moles of products - moles of reactants). In this reaction, Δn = 2 - (1 + 1) = 0. Since Δn is 0, Kp = Kc, therefore Kp = 0.1.",4,3,4,4,3.8,"Both questions test the relationship between Kp and Kc (Kp = Kc(RT)^Δn) in chemical equilibrium. Q1 requires inferring Δn from a given relationship, and Q2 requires calculating Δn for a given reaction and then finding Kp. The core concept is identical, and the difficulty level is very similar despite structural differences in asking the question.",google,gemini-2.5-flash
1795d,Chemistry,"log(Kp/Kc) + log(RT) = 0 is a relationship for the reaction:

The image presents a multiple-choice question related to chemical equilibrium. The question asks which reaction corresponds to the relationship log(Kp/Kc) + log(RT) = 0. The multiple-choice options are: (A) PCl5 in equilibrium with PCl3 + Cl2, (B) 2SO2 + O2 in equilibrium with 2SO3, (C) H2 + I2 in equilibrium with 2HI, and (D) N2 + 3H2 in equilibrium with 2NH3.","For the reaction ${N_2}\left( g \right) + {O_2}\left( g \right) \rightleftharpoons 2NO\left( g \right)$, the value of K${_c}$ at 800°C is 0.1. When the equilibrium concentration of both the reactants is 0.5 mol, What is the value of K${_p}$ at the same temperature",0.964,"The problem provides the equilibrium constant K${_c}$ for the reaction ${N_2}\\left( g \right) + {O_2}\\left( g \right) \rightleftharpoons 2NO\\left( g \right)$ at 800°C. It also states that the equilibrium concentrations of the reactants are 0.5 mol. To find K${_p}$, the following formula is used: K${_p}$ = K${_c}$ * (RT)$^{\Delta n}$, where \\(\Delta n\) is the change in the number of moles of gas during the reaction (moles of products - moles of reactants). In this reaction, \\(\Delta n\) = 2 - (1+1) = 0. Therefore, K${_p}$ = K${_c}$ * (RT)$^0$ = K${_c}$ , which means K${_p}$ = 0.1.",4,3,4,4,3.8,"Both questions test the relationship between Kp and Kc (Kp = Kc(RT)^Δn) in chemical equilibrium. Q1 requires inferring Δn from a given relationship, and Q2 requires calculating Δn for a given reaction and then finding Kp. The core concept is identical, and the difficulty level is very similar despite structural differences in asking the question.",google,gemini-2.5-flash
17a4c,Physics,"A plane body has perpendicular axes OY and OX marked on it and is acted on by following forces: 5P in the direction OY, 4P in the direction OX, 10P in the direction OA where A is the point (3a, 4a), 15P in the direction AB where B is the point (-a, a). Express each force in the unit vector form & calculate the magnitude & direction of sum of the vector of these forces.

The diagram shows a two-dimensional coordinate system with the X-axis horizontal and the Y-axis vertical. The origin is labeled as 'O'.","The resultant of these forces $\overline{OP}$, $\overline{OQ}$, $\overline{OR}$, $\overline{OS}$ and $\overline{OT}$ is approximately ..... N.
[Take $\sqrt{3}$= 1.7, $\sqrt{2}$ = 1.4 Given $\hat{i}$ and $\hat{j}$ unit vectors along x, y axis]

The diagram shows a coordinate system with x, y, x', and y' axes intersecting at the origin O. Five force vectors, labeled OP, OQ, OR, OS, and OT, originate from the origin. The magnitude and direction of each force are as follows: OP is 20N at 30 degrees from the y-axis, OQ is 10N at 30 degrees from the x-axis, OR is 20N at 45 degrees from the x-axis, OS is 15N at 45 degrees from the negative x-axis (x'), and OT is 15N at 60 degrees from the y-axis. The problem states to take √3 = 1.7 and √2 = 1.4, and i and j are unit vectors along the x and y axes, respectively.",0.9694,"The approach to solve this question is as follows:

1.  Decompose each force vector into its x and y components using trigonometric functions (sine and cosine) based on the angles provided in the diagram.
2.  Calculate the net force in the x-direction ($\vec{F}_x$) by summing all the x-components of the forces. Similarly, calculate the net force in the y-direction ($\vec{F}_y$) by summing all the y-components.
3.  The values of \(\sqrt{3}\) = 1.7 and \(\sqrt{2}\) = 1.4 are used for calculation.
4.  The final answer is expressed in terms of \(\hat{i}\) and \(\hat{j}\) unit vectors along the x and y axes, respectively.",4,3,2,3,3.5,"Both questions require finding the resultant of multiple force vectors by decomposing them into components, summing, and then calculating magnitude and direction. The core concept is identical. However, Q1's forces are defined using points, requiring more initial vector algebra, making it more difficult than Q2, which uses direct angles.",google,gemini-2.5-flash
17a4c,Physics,"A plane body has perpendicular axes OY and OX marked on it and is acted on by following forces: 5P in the direction OY, 4P in the direction OX, 10P in the direction OA where A is the point (3a, 4a), 15P in the direction AB where B is the point (-a, a). Express each force in the unit vector form & calculate the magnitude & direction of sum of the vector of these forces.

The diagram shows a two-dimensional coordinate system with the X-axis horizontal and the Y-axis vertical. The origin is labeled as 'O'.","The sum of two forces $$\overrightarrow P $$
 and $$\overrightarrow Q $$
 is $$\overrightarrow R $$
 such that $$\left| {\overrightarrow R } \right| = \left| {\overrightarrow P } \right|$$
. The angle $$\theta $$ (in degrees) that the
resultant of 2$${\overrightarrow P }$$
and $${\overrightarrow Q }$$
 will make with $${\overrightarrow Q }$$
 is , ..............",0.9592,"The problem states that the sum of two forces $$\overrightarrow P $$ and $$\overrightarrow Q $$ is $$\overrightarrow R $$, with the magnitude of $$\\\overrightarrow R $$ equal to the magnitude of $$\overrightarrow P $$. The goal is to find the angle $$\\theta$$ that the resultant of 2$$\overrightarrow P $$ and $$\\overrightarrow Q $$ makes with $$\overrightarrow Q $$. First, the equation $$\overrightarrow P  + \overrightarrow Q  = \overrightarrow R $$ is used to derive a relationship between P, Q, and the angle $$\\theta$$ using the magnitudes of the vectors. Given $$\\left| {\\overrightarrow R } \\right| = \\left| {\\overrightarrow P } \\right|$$, simplify the equation to $$2Pcos$$\\theta$$ + Q = 0. Then, to find the angle $$\\alpha$$ that the resultant of 2$$\overrightarrow P $$ and $$\\overrightarrow Q $$ makes with $$\\overrightarrow Q $$, the tangent of $$\\alpha$$ is expressed as $${{2P\\sin \\theta } \\over {Q + 2P\\cos \\theta }}$$. By substituting $$2Pcos$$\\theta$$ + Q = 0, it is found that tan $$\\alpha$$ approaches infinity, implying that $$\\alpha$$ = 90 degrees.",2,1,3,1,1.5,"Both are vector problems. Q1 involves finding the resultant of multiple forces using component method. Q2 involves properties of vector addition (magnitudes of resultant and components) and finding an angle of a different resultant, requiring algebraic/trigonometric manipulation. The specific problem types and solution approaches are distinct.",google,gemini-2.5-flash
17aa5,Mathematics,"Find the number of 7 lettered palindromes which can be formed using the letters from the English alphabets.
Number of 9 digits numbers divisible by nine using the digits from 0 to 9 if each digit is used atmost once is K. 8!, then K has the value equal to ______.
There are 720 permutations of the digits 1, 2, 3, 4, 5, 6. Suppose these permutations are arranged from smallest to",How many different nine digit numbers can be formed from the number 223355888 by rearranging its digits so that the odd digits occupy even positions?,0.9605,"The question asks to find the number of nine-digit numbers formed by rearranging the digits of 223355888 such that the odd digits (3, 3, 5, 5) occupy the even positions. There are four even positions in a nine-digit number (2nd, 4th, 6th, and 8th positions). The odd digits (3, 3, 5, 5) must be placed in these four even positions, and the even digits (2, 2, 8, 8, 8) must be placed in the remaining five positions (1st, 3rd, 5th, 7th, and 9th positions). The number of ways to arrange the odd digits in the even positions is given by 4! / (2! * 2!) = 6. The number of ways to arrange the even digits in the odd positions is given by 5! / (2! * 3!) = 10. Therefore, the total number of different nine-digit numbers that can be formed is the product of these two arrangements, which is 6 * 10 = 60.",3,2,1,1,1.5,"Both are combinatorics problems. Q1 asks for the number of palindromes (simple constraint, typically letters with replacement). Q2 asks for numbers formed from a multiset with a positional constraint (odd digits in even positions). While both are combinatorics, the specific constraints, techniques (permutation of multiset vs simple choices), and difficulty levels are quite different. Only the first question from Q1's text is considered.",google,gemini-2.5-flash
17aa5,Mathematics,"Find the number of 7 lettered palindromes which can be formed using the letters from the English alphabets.
Number of 9 digits numbers divisible by nine using the digits from 0 to 9 if each digit is used atmost once is K. 8!, then K has the value equal to ______.
There are 720 permutations of the digits 1, 2, 3, 4, 5, 6. Suppose these permutations are arranged from smallest to","The number of 9 digit numbers, that can be formed using all the digits of the number 123412341 so that the even digits occupy only even places, is _______.",0.9597,"The question asks for the number of 9-digit numbers formed using the digits of 123412341 such that even digits occupy only even places. First, count the odd and even digits. There are five odd digits (1, 3, 1, 3, 1) and four even digits (2, 4, 2, 4). Then calculate the number of ways to arrange the odd digits in the odd places which is 5!/(3!2!). After that calculate the number of ways to arrange the even digits in the even places which is 4!/(2!2!). Finally, multiply both to get the final answer.",1,0,1,0,0.5,"The QUESTION is a collection of three distinct combinatorics/number theory problems, while the SIMILAR QUESTION is a single, specific combinatorics problem with repetition and positional constraints. Concepts, structures, and solution methods are widely disparate.",google,gemini-2.5-flash
17d71,Mathematics,The diagonals of a parallelogram PQRS are along the lines x + 3y = 4 and 6x − 2y = 7. Then PQRS must be a:,"If in a parallelogram ABDC, the coordinates of A, B and C are respectively (1, 2), (3, 4) and (2, 5), then the equation of the diagonal AD is:-",0.966,"The coordinates of point D in the parallelogram ABDC are found to be (4,7). Using the coordinates of points A(1,2) and D(4,7), the equation of the line AD is determined to be 5x-3y+1=0.",2,1,3,1,1.8,"Both use coordinate geometry and parallelogram properties. However, the QUESTION focuses on classifying the parallelogram based on diagonal equations (perpendicularity), while the SIMILAR QUESTION asks for a diagonal's equation given vertices (midpoint property/line equation). Different specific properties and inputs/outputs.",google,gemini-2.5-flash
17d71,Mathematics,The diagonals of a parallelogram PQRS are along the lines x + 3y = 4 and 6x − 2y = 7. Then PQRS must be a:,"Two sides of a parallelogram are along the lines 4x + 5y = 0 and 7x + 2y = 0. If the equation of one of the diagonals of the parallelogram is 11x + 7y = 9, then other diagonal passes through the point :",0.9647,"The solution begins by finding the coordinates of points D and B by solving the systems of linear equations formed by the given lines. It uses the property that the diagonals of a parallelogram bisect each other, the midpoint of the diagonal BD is calculated. Then, the equation of the diagonal AC is determined using the fact that it passes through the origin (0,0) and the calculated midpoint. Finally, it is determined that the diagonal AC passes through the point (2, 2).",2,1,1,1,1.5,"Both involve coordinate geometry of parallelograms. The QUESTION uses diagonal equations for classification. The SIMILAR QUESTION uses side equations and one diagonal to find a point on the other diagonal, requiring solving systems of equations for vertices/center. The tasks, inputs, and complexity differ significantly.",google,gemini-2.5-flash
