id,subject,question,similar_question,similarity_score,approach_summary,conceptual,structural,difficulty,transferability,overall,rationale,provider_used,model_used
0452c,Mathematics,lim x→0 sin-1[cos x],\(\lim_{x\to0} sin^{-1}(sec x)\):,0.9855,"First, the limit of the inner function \(\sec x\) as \(x \to 0\) is evaluated, which equals 1. Then, the domain of the inverse sine function, \(\sin^{-1}(u)\), is stated as \(u \in [-1, 1]\). It's analyzed that for \(x\) near 0, \(\sec x > 1\), meaning \(\sec x\) approaches 1 from values greater than 1. Since \(\sec x > 1\) for \(x\) approaching 0, the argument \(\sec x\) falls outside the domain \([-1, 1]\) of \(\sin^{-1}(u)\). Therefore, \(\sin^{-1}(\sec x)\) is undefined near \(x = 0\), and the limit does not exist.",3,2,3,3,2.8,"Both are limits involving sin^-1 as x approaches 0, sharing the approach of evaluating the inner limit first. However, Q1 has the greatest integer function modifying the argument, which is a key difference from Q2's straightforward sec x.",google,gemini-2.5-flash
04c77,Mathematics,"समीकरण $3x^2 + px + 3 = 0, p > 0$ के लिए यदि एक मूल दूसरे का वर्ग हो, तो $p$ का मान है-

The image contains a mathematical equation $3x^2 + px + 3 = 0$, where $p > 0$. The question asks to find the value of $p$ if one root of the equation is the square of the other.","For the equation $3x^2 + px + 3 = 0$, $p > 0$, if one of the root is the square of the other, then p is equal to",0.9846,"The problem states that for the quadratic equation $3x^2 + px + 3 = 0$, where $p > 0$, one root is the square of the other. We need to find the value of $p$. Let the roots be $\alpha$ and $\alpha^2$. Using Vieta's formulas, we have:\\n1. $\alpha + \alpha^2 = -\frac{p}{3}$\\n2. $\alpha \cdot \alpha^2 = \frac{3}{3} = 1$\From the second equation, we get $\alpha^3 = 1$, which means $\alpha$ can be $1, \omega,$ or $\omega^2$, where $\omega$ is a complex cube root of unity. If $\alpha = 1$, then from the first equation, $1 + 1 = -\frac{p}{3}$, which gives $p = -6$. But since $p > 0$, this case is not valid. If $\alpha = \omega$, then $\alpha^2 = \omega^2$. From the first equation, $\omega + \omega^2 = -\frac{p}{3}$. Since $\omega + \omega^2 = -1$, we have $-1 = -\frac{p}{3}$, which gives $p = 3$. Thus, the value of $p$ is 3.",4,4,4,4,4.0,"The questions are identical in content, mathematical structure, and required solution method, differing only in language.",google,gemini-2.5-flash
04c77,Mathematics,"समीकरण $3x^2 + px + 3 = 0, p > 0$ के लिए यदि एक मूल दूसरे का वर्ग हो, तो $p$ का मान है-

The image contains a mathematical equation $3x^2 + px + 3 = 0$, where $p > 0$. The question asks to find the value of $p$ if one root of the equation is the square of the other.","For the equation $$3{x^2} + px + 3 = 0$$. p &gt; 0, if one of the root is square of the other, then p is equal to",0.9849,"Let the roots of the quadratic equation $$3{x^2} + px + 3 = 0$$ be \(\alpha\) and \(\alpha^2\). Using Vieta's formulas, the sum of the roots is \(\alpha + \alpha^2 = -\frac{p}{3}\) and the product of the roots is \(\alpha \cdot \alpha^2 = \alpha^3 = \frac{3}{3} = 1\). From \(\alpha^3 = 1\), we deduce that \(\alpha = 1\). Substituting \(\alpha = 1\) into the sum of the roots equation gives $$1 + 1^2 = -\frac{p}{3}$$, which simplifies to $$2 = -\frac{p}{3}$$. Solving for p, we get $$p = -6$$. However, since it is given that p > 0, there must be an error.  If we consider complex roots of unity for \(\alpha^3 = 1\), we have \(\alpha = e^{\frac{2\pi i}{3}}\) or \(\alpha = e^{\frac{4\pi i}{3}}\) as other possibilities, but these will lead to complex values of p.  However, the problem states p > 0, so there must be a mistake in the problem or the solution. Assuming the equation is correct and one root is the square of the other, then \(\alpha = 1\) and $$p = -6$$.  Since the problem states p > 0, there is no solution.  However, if we proceed assuming there is a typo and the equation is $$3x^2 - px + 3 = 0$$, then \(\alpha + \alpha^2 = \frac{p}{3}\), and with \(\alpha = 1\), we have $$1 + 1 = \frac{p}{3}$$, so $$2 = \frac{p}{3}$$ and $$p = 6$$. Thus, the answer would be 6 if the sign of p was flipped.",4,4,4,4,4.0,"The questions are identical in content, mathematical structure, and required solution method, differing only in language and minor formatting.",google,gemini-2.5-flash
05f89,Mathematics,"का प्रयोग कैसे करें ।

The image contains a mathematical expression involving a summation, binomial coefficients, and powers. Specifically, it shows a summation from k=0 to n of the expression (-1)^k * (n choose k) * (n-k)^m, along with the conditions m=|A| and n=|B|.",\sum_{k = 0}^{6} {^{51-k}C_3} is equal to,0.9665,"The summation series is expanded by substituting the values of k. Then, $^{45}C_4$ is added and subtracted. Using the identity $^{n}C_r + ^{n}C_{r-1} = ^{n+1}C_r$ repeatedly, the series is simplified to arrive at the final answer.",1,1,1,1,1.0,Both are sums of binomial coefficients. Q1 is a complex combinatorial identity with alternating signs and powers. Q2 is a standard sum of binomial coefficients (hockey-stick identity). Distinct concepts and solution methods.,google,gemini-2.5-flash
05f89,Mathematics,"का प्रयोग कैसे करें ।

The image contains a mathematical expression involving a summation, binomial coefficients, and powers. Specifically, it shows a summation from k=0 to n of the expression (-1)^k * (n choose k) * (n-k)^m, along with the conditions m=|A| and n=|B|.",$$\sum\limits_{k = 0}^6 {{}^{51 - k}{C_3}} $$ is equal to :,0.967,"The solution uses the property that $$
\sum_{k=0}^n {^{m-k}C_r} = {^{m+1}C_{r+1}} - {^{m-n}C_{r+1}}
$$ to arrive at the final answer. It rewrites the summation by reversing the order of terms. Then it uses the identity ${ }^{n} C_{r}+{ }^{n} C_{r-1}={ }^{n+1} C_{r}$ to simplify the sum, which leads to the final answer.",2,3,1,1,1.75,"Both questions involve summations of binomial coefficients, but the specific identities and complexity required for solution are vastly different. The first is an advanced combinatorial identity, while the second is a more direct application of binomial sum properties.",google,gemini-2.5-flash
06437,Chemistry,% by mass sodium is 7% in salt of sodium (NaCl) find the min molecular mass of that salt.,The percentage of oxygen in NaOH is,0.9667,"To find the percentage of oxygen in NaOH, we consider that 40 grams of NaOH contains 16 grams of oxygen. Then, we calculate the amount of oxygen present in 100 grams of NaOH using the formula: (16/40) * 100, which equals 40%.",4,4,4,4,4.0,"Both questions concern calculating percentage by mass of an element in a compound; one asks for percentage given compound, the other for molecular mass given percentage. They are inverse problems of the same core concept.",google,gemini-2.5-flash
06437,Chemistry,% by mass sodium is 7% in salt of sodium (NaCl) find the min molecular mass of that salt.,The percentage of oxygen in NaOH is ,0.969,"The percentage of oxygen in NaOH is calculated by dividing the mass of oxygen in the compound by the total mass of the compound and then multiplying by 100. The mass of oxygen is 16 and the total mass of NaOH is 40. Therefore, the percentage of oxygen in NaOH is 40.",4,4,4,4,4.0,"Both questions concern calculating percentage by mass of an element in a compound; one asks for percentage given compound, the other for molecular mass given percentage. They are inverse problems of the same core concept.",google,gemini-2.5-flash
06db8,Physics,"सरल लोलक का उपयोग करते हुए, गुरुत्वीय त्वरण (g) को ज्ञात करने के लिए किसी प्रयोग में, 1 सेकंड रिसोल्यूशन (विभेदन काल वाली घड़ी के 100 दोलनों के समय से मापा गया आवर्तकाल 0.5 s आता है। यदि मापी गई लम्बाई का मान 10 cm है जिसमें ज्ञात शुद्धता 1 mm है। g के परिकलित मान में प्राप्त शुद्धता x % है। x का मान ______ है।",एक विद्यार्थी एक 1 मीटर परिशुद्ध लम्बाई के एक सरल लोलक से गुरूत्वीय त्वरणg का मान निकालता है। 1 sec अल्पतमांक वाली एक विराम घड़ी का प्रयोग करके वह 20 दोलनों का समय 40 sec नोट करता है। उपरोक्त प्रेक्षण के लिए निम्न में से कौनसा (कौनसे) कथन सही है?,0.9819,"First, the given parameters such as length \(L\), least count of the stopwatch \(\Delta t_{LC}\), number of oscillations \(n\), and total time \(T_{total}\) are identified. The period \(T\) is calculated using \(T = \frac{T_{total}}{n}\). The error in the period \(\Delta T\) is then determined using \(\Delta T = \frac{\Delta T_{total}}{n}\), where \(\Delta T_{total} = \Delta t_{LC}\). The formula \(g = \frac{4\pi^2 L}{T^2}\) is used to relate \(g\) to \(T\) and \(L\). The fractional error in \(g\) is calculated using \(\frac{\Delta g}{g} = \frac{\Delta L}{L} + 2\frac{\Delta T}{T}\). Assuming \(\Delta L = 0\), the percentage error in \(g\) is found by \(\frac{\Delta g}{g} \times 100\%\).",4,3,4,4,3.75,"Both questions are about error analysis in the simple pendulum experiment to determine gravitational acceleration 'g', requiring the same formulas and error propagation principles. The output type (numerical vs. true/false statements) is a slight structural difference.",google,gemini-2.5-flash
06db8,Physics,"सरल लोलक का उपयोग करते हुए, गुरुत्वीय त्वरण (g) को ज्ञात करने के लिए किसी प्रयोग में, 1 सेकंड रिसोल्यूशन (विभेदन काल वाली घड़ी के 100 दोलनों के समय से मापा गया आवर्तकाल 0.5 s आता है। यदि मापी गई लम्बाई का मान 10 cm है जिसमें ज्ञात शुद्धता 1 mm है। g के परिकलित मान में प्राप्त शुद्धता x % है। x का मान ______ है।","किसी ग्रह पर गुरुत्वीय त्वरण 1.96-m/sec² है। यदि पृथ्वी पर 2m की ऊँचाई से कूदना सुरक्षित है, तो ग्रह पर संगत सुरक्षित ऊँचाई होगी :",0.9623,"To find the safe jump height on the planet, the approach is to equate the impact velocities of the jump on Earth and the planet. It's assumed that a 'safe jump' means the impact velocity upon landing is the same on both Earth and the planet. Using kinematics equations, the impact velocity is expressed in terms of gravitational acceleration and jump height for both Earth and the planet. By equating these velocities and solving for the jump height on the planet, the safe jump height is found. The final answer is 10 m.",1,2,2,1,1.5,"The first question is about error analysis in a simple pendulum experiment to find 'g'. The second is about comparing safe jumping heights on different planets based on their gravitational acceleration, which involves different physics principles and calculations.",google,gemini-2.5-flash
06fda,Mathematics,"Number of value of 'a' for which the system of equations,
a²x+(2-a)y=4+a²
ax + (2a-1)y = a⁵-2 possess no solution is :","Number of value of 'a' for which the system of equations,
a² x + (2 - a) y = 4 + a²
ax + (2a - 1) y = a⁵ - 2 possess no solution is :

The image presents a system of two linear equations with two variables, x and y, and a parameter 'a'. The first equation is a²x + (2 - a)y = 4 + a², and the second equation is ax + (2a - 1)y = a⁵ - 2. The question asks for the number of values of 'a' for which this system of equations has no solution.",0.9857,"To determine the values of 'a' for which the given system of equations has no solution, we first calculate the determinant D of the coefficient matrix and set it to zero. This yields potential values for 'a' (a=0, a=1, a=-1). We then evaluate each case: For a=0, the system is consistent with infinitely many solutions. For a=1 and a=-1, the system becomes inconsistent, indicating no solution. Thus, there are 2 values of 'a' (1 and -1) for which the system has no solution.",4,4,4,4,4.0,"Both questions are identical in concept, structure, difficulty, and require the same method to find the number of values for 'a' for which the given system of linear equations has no solution.",google,gemini-2.5-flash
07154,Mathematics,"The integral $\int_{0}^{1} \frac{1}{7[\frac{1}{x}]} dx$, where [.] denotes the greatest integer function, is equal to :

The image contains a mathematical expression representing a definite integral. The expression is: 

$\int_{0}^{1} \frac{1}{7[\frac{1}{x}]} dx$

where the brackets [ ] denote the greatest integer function.","Question Text::
            The integral $\int_{0}^{1} \frac{1}{7^{\lfloor \frac{1}{x} \rfloor}}dx$, where [.] denotes the greatest integer function, is equal to:

            
            {""goemetric_relationships"":[],""labels_and_symbols"":[],""spatial_arrangements"":[]}

            Options ::
            1 : (A) $1+6 \log_e{\frac{6}{7}}$
2 : (B) $1-6 \log_e{\frac{6}{7}}$
3 : (C) $\log_e{\frac{7}{6}}$
4 : (D) $1-7 \log_e{\frac{6}{7}}$",0.9837,"The approach involves breaking down the integral into an infinite sum by analyzing the behavior of the floor function within the integral. The key steps are:

1. **Define Intervals for Floor Function**: Identify intervals where $\lfloor \frac{1}{x} \rfloor$ is constant, specifically when $x \in (\frac{1}{n+1}, \frac{1}{n}]$.
2. **Rewrite Integral as Sum**: Express the integral as an infinite sum over the intervals defined in the previous step.
3. **Decompose and Evaluate Sum**: Simplify the sum and use the series expansion of $-\log_e(1-z)$ to evaluate the sum.
4. **Evaluate Second Part of Sum**: Evaluate the second part of the sum by manipulating the indices and using the same series expansion.
5. **Combine and Conclude**: Combine the results from the previous steps to find the final answer and compare with the given options.",3,3,3,3,3.0,"Both questions involve evaluating a definite integral from 0 to 1 with an integrand containing the greatest integer function of 1/x. The core technique of splitting the integral based on integer values of [1/x] is the same, though the exact algebraic form of the integrand differs slightly.",google,gemini-2.5-flash
07154,Mathematics,"The integral $\int_{0}^{1} \frac{1}{7[\frac{1}{x}]} dx$, where [.] denotes the greatest integer function, is equal to :

The image contains a mathematical expression representing a definite integral. The expression is: 

$\int_{0}^{1} \frac{1}{7[\frac{1}{x}]} dx$

where the brackets [ ] denote the greatest integer function.","The integral $\int_{0}^{1} {\frac{1}{7^{\frac{1}{x}}}} dx$, where [.] denotes the greatest integer function is equal to",0.9841,"We are asked to evaluate the definite integral of 1/(7^[1/x]) from 0 to 1, where [.] represents the greatest integer function. To solve this, we first perform a substitution, letting t = 1/x, which transforms the integral into an infinite sum of integrals. We express the integral as \$\int_{1}^{\infty} \frac{1}{t^2 7^{[t]}} dt\$$, which further expands to \$\sum_{n=1}^{\infty} \int_{n}^{n+1} \frac{1}{t^2 7^n} dt\$. Evaluating each integral in the sum, we obtain a series involving terms of the form 1/7^n. This series is then manipulated and expressed in terms of logarithmic functions using the series expansion of -log(1-x). Finally, simplifying the expression gives us the result: 1 + 6log(6/7).",0,2,1,0,0.75,"The first question explicitly involves the greatest integer function in the integrand. The similar question's integral expression uses 7^(1/x) without explicit brackets, making it a continuous function, despite the general note about [.] denoting the greatest integer function. This fundamental difference in the integrand leads to vastly different conceptual approaches and techniques.",google,gemini-2.5-flash
07241,Mathematics,"माना A = $\begin{pmatrix} 2 & -2 \\ 1 & -1 \end{pmatrix}$ तथा B = $\begin{pmatrix} -1 & 2 \\ -1 & 2 \end{pmatrix}$ है। तो समुच्चय {(n, m) : n, m ∈ {1, 2, ..., 10} तथा nA^n + mB^m = I} अवयवों की संख्या है ____

The image contains mathematical expressions defining two matrices, A and B. Matrix A is a 2x2 matrix with elements 2, -2, 1, and -1. Matrix B is also a 2x2 matrix with elements -1, 2, -1, and 2. The question asks to find the number of elements in the set {(n, m) : n, m ∈ {1, 2, ..., 10} such that nA^n + mB^m = I}, where I is the identity matrix.","Let A = \begin{pmatrix} 2 & -2 \\ 1 & -1 \end{pmatrix} and B = \begin{pmatrix} -1 & 2 \\ -1 & 2 \end{pmatrix}. Then the number of elements in the set {(n,m) ; n, m ∈ {1, 2, .......10} and nA^{n} + mB^{m} = I} is _______",0.9845,"The approach to solve this question is as follows:

1.  Calculate A^2 and B^2. It turns out that A^2 = A and B^2 = B. From this, we can generalize that A^k = A and B^k = B for any integer k.
2.  Substitute A^n = A and B^m = B into the given equation nA^n + mB^m = I, which simplifies to nA + mB = I.
3.  Perform the matrix operations for nA + mB and equate the resulting matrix to the identity matrix I.
4.  By comparing the elements of the matrices, we obtain a system of linear equations in terms of n and m.
5.  Solve the system of equations to find the values of n and m that satisfy the condition nA + mB = I.
6.  Finally, count the number of pairs (n, m) that satisfy the given conditions and are within the specified range {1, 2, ..., 10}.",4,4,4,4,4.0,"Both questions are identical, defining the same matrices A and B and asking for the number of pairs (n,m) satisfying the given matrix equation.",google,gemini-2.5-flash
07241,Mathematics,"माना A = $\begin{pmatrix} 2 & -2 \\ 1 & -1 \end{pmatrix}$ तथा B = $\begin{pmatrix} -1 & 2 \\ -1 & 2 \end{pmatrix}$ है। तो समुच्चय {(n, m) : n, m ∈ {1, 2, ..., 10} तथा nA^n + mB^m = I} अवयवों की संख्या है ____

The image contains mathematical expressions defining two matrices, A and B. Matrix A is a 2x2 matrix with elements 2, -2, 1, and -1. Matrix B is also a 2x2 matrix with elements -1, 2, -1, and 2. The question asks to find the number of elements in the set {(n, m) : n, m ∈ {1, 2, ..., 10} such that nA^n + mB^m = I}, where I is the identity matrix.","माना A =$\begin{pmatrix} 1 & -1 & 0 \\ 0 & 1 & -1 \\ 0 & 0 & 1 \end{pmatrix}$ तथा B = 7A^{20} - 20A^7 + 2I है, जहाँ I, 3x3 कोटि का तत्समक आव्यूह है। यदि B = [b_ij], तो b_13 बराबर है _______

The image contains mathematical expressions and matrix definitions. It defines a matrix A as a 3x3 matrix with specific values. It also defines another matrix B in terms of A, involving powers of A and the identity matrix I. The question asks to find the value of b13, where B = [bij].",0.984,"The solution decomposes matrix A into the sum of the identity matrix I and a nilpotent matrix N (A = I + N). It determines the nilpotency of N (N^3 = 0) and applies the binomial theorem to express A^k in terms of I, N, and N^2. It identifies the element (1,3) of A^k as k(k-1)/2. It calculates the required powers of A, specifically A^20 and A^7, and then computes b_13 using the given expression B = 7A^{20} - 20A^7 + 2I, where I is the identity matrix.",2,2,2,1,1.75,"Both questions involve matrix algebra and calculating powers of matrices. However, the first question involves two 2x2 matrices and finding pairs (n,m) for an equation, while the second involves a single 3x3 matrix and calculating a specific element of a derived matrix. The specific problem-solving techniques are different.",google,gemini-2.5-flash
073c8,Physics,"If wavelength of the first line of the Paschen series of hydrogen atom is 720 nm, then the wavelength of the second line of this series is _______ nm. (Nearest integer)","Taking the wavelength of first Balmer line in
hydrogen spectrum (n = 3 to n = 2) as 660 nm,
the wavelength of the 2nd Balmer line (n = 4 to
n = 2) will be :",0.9619,"The approach involves using the Rydberg formula to find the wavelength of the second Balmer line (n=4 to n=2). First, the formula is applied to the first Balmer line (n=3 to n=2) to express \( \frac{1}{\lambda_1} \) in terms of the Rydberg constant R. Then, the formula is applied to the second Balmer line to express \( \frac{1}{\lambda_2} \) also in terms of R. Finally, \( \lambda_2 \) is calculated using the given value of \( \lambda_1 \) (660 nm).",4,3,4,4,3.8,"Both questions require the same conceptual understanding (Rydberg formula) and calculation steps to find the wavelength of a specific line in a hydrogen spectral series, given the wavelength of another line in the same series.",google,gemini-2.5-flash
073c8,Physics,"If wavelength of the first line of the Paschen series of hydrogen atom is 720 nm, then the wavelength of the second line of this series is _______ nm. (Nearest integer)","The first member of the Balmer series of
hydrogen atom has a wavelength of 6561 Å.
The wavelength of the second member of the
Balmer series (in nm) is:",0.9656,"The approach to find the wavelength of the second member of the Balmer series is as follows:

1.  Use the Rydberg formula to express the reciprocal of the wavelength ($$\frac{1}{\lambda_1}$$) for the first member of the Balmer series in terms of the Rydberg constant (R) and the atomic number (Z) for hydrogen. Simplify the expression.
2.  Similarly, express the reciprocal of the wavelength ($$\frac{1}{\lambda_2}$$) for the second member of the Balmer series using the Rydberg formula and simplify.
3.  Divide the expression for $$\frac{1}{\lambda_2}$$ by the expression for $$\frac{1}{\lambda_1}$$ to find the ratio of $$\frac{\lambda_2}{\lambda_1}$$.
4.  Solve for $$\lambda_2$$ in terms of $$\lambda_1$$.
5.  Substitute the given value of $$\lambda_1$$ (6561 Å) into the equation to calculate the value of $$\lambda_2$$.
6.  Convert the final answer from Ångströms to nanometers.",4,3,4,4,3.8,"Both questions are conceptually identical, requiring the application of the Rydberg formula to determine the wavelength of a spectral line in a hydrogen series, given another line's wavelength in the same series. The calculation method is the same.",google,gemini-2.5-flash
07bbf,Chemistry,"In which of the following reactions H₂O₂ acts as a reducing agent ?

The image presents a multiple-choice question related to chemical reactions involving hydrogen peroxide (H₂O₂). The question asks in which of the given reactions H₂O₂ acts as a reducing agent. Four different reactions (a, b, c, and d) are provided, each showing H₂O₂ reacting with different species and electrons. The options (A, B, C, and D) suggest different combinations of these reactions as possible answers.","In which of the following reactions, ${H_2}{O_2}$ acts as a reducing agent? ",0.9731,"The question asks in which of the reactions ${H_2}{O_2}$ acts as a reducing agent. Based on the solution, ${H_2}{O_2}$ acts as a reducing agent when it facilitates the reduction of $\mathop {Pb}\limits^{ + 4} {O_2} $ to $\mathop {Pb}\limits^{ + 2} O$. In this process, ${H_2}{O_2}$ itself gets oxidized.",4,2,4,4,3.5,"Both questions target the identical chemical concept: identifying H₂O₂ as a reducing agent. The conceptual and analytical tasks are the same, although the similar question description lacks the actual reaction options.",google,gemini-2.5-flash
07bbf,Chemistry,"In which of the following reactions H₂O₂ acts as a reducing agent ?

The image presents a multiple-choice question related to chemical reactions involving hydrogen peroxide (H₂O₂). The question asks in which of the given reactions H₂O₂ acts as a reducing agent. Four different reactions (a, b, c, and d) are provided, each showing H₂O₂ reacting with different species and electrons. The options (A, B, C, and D) suggest different combinations of these reactions as possible answers.",In which of the following reactions H 2 O 2 acts as a reducing agent? 1. H 2 O 2 + 2H + + 2e - $$\to$$ 2H 2 O 2. H 2 O 2 - 2e - $$\to$$ O 2 + 2H + 3. H 2 O 2 + 2e - $$\to$$ 2OH - 4. H 2 O 2 + 2OH - - 2e - $$\to$$ O 2 +  2H 2 O,0.9752,"The question asks in which of the reactions H2O2 acts as a reducing agent. A reducing agent loses electrons during a redox reaction, i.e., it oxidizes itself. The oxidation state of oxygen in H2O2 is -1. In reactions (2) and (4), H2O2 is oxidized to O2, where the oxidation state of oxygen is 0. Therefore, H2O2 acts as a reducing agent in reactions (2) and (4).",4,4,4,4,3.9,"Both questions are conceptually identical, asking to identify reactions where H₂O₂ acts as a reducing agent. They both present the same type of reactions (electron-transfer half-reactions) for analysis, making structural, difficulty, and transferability scores very high.",google,gemini-2.5-flash
07e8b,Mathematics,"Find equation of BC if

The image shows a triangle ABC. A point D with coordinates (5, 6) lies on the line segment BC. The line AB is labeled with the equation $2x + 3y = 29$, and the line AC is labeled with the equation $x + 2y = 16$.","Let $ABC$ be a triangle. Let $A$ be the point $(1, 2)$, $y = x$ be the perpendicular bisector of $AB$, and $x - 2y + 1 = 0$ be the angle bisector of $\angle C$. If the equation of $BC$ is given by $ax + by - 5 = 0$, then the value of a + b is",0.9761,"The solution begins by finding the coordinates of point B, utilizing the perpendicular bisector of AB. It then calculates the image of point A on the line x - 2y + 1 = 0, which involves using the formula for the reflection of a point across a line. This image point lies on BC, allowing us to determine the equation of BC. Finally, by comparing the derived equation of BC with the given form ax + by - 5 = 0, the values of a and b are identified, and their sum is calculated.",2,1,3,1,1.5,"Both questions are in the domain of coordinate geometry of triangles, but they require different sets of specific geometric properties and techniques to solve (e.g., angle bisector/perpendicular bisector properties vs. intersections of lines and a point on a segment). The structure of given information and requested output also differs significantly.",google,gemini-2.5-flash
07e8b,Mathematics,"Find equation of BC if

The image shows a triangle ABC. A point D with coordinates (5, 6) lies on the line segment BC. The line AB is labeled with the equation $2x + 3y = 29$, and the line AC is labeled with the equation $x + 2y = 16$.","The equations of two sides $$\mathrm{AB}$$ and $$\mathrm{AC}$$ of a triangle $$\mathrm{ABC}$$ are $$4 x+y=14$$ and $$3 x-2 y=5$$, respectively. The point $$\left(2,-\frac{4}{3}\right)$$ divides the third side $$\mathrm{BC}$$ internally in the ratio $$2: 1$$, the equation of the side $$\mathrm{BC}$$ is",0.9824,"Let the coordinates of point B be $$\left(x_{1}, y_{1}\right)$$ and the coordinates of point C be $$\left(x_{2}, y_{2}\right)$$.
Using the section formula, find the relation between $$\, x_1, x_2, y_1, y_2 $$. Since B and C lie on the lines $$4 x+y=14$$ and $$3 x-2 y=5$$ respectively, so these points will satisfy the equation of the lines. Solve all the equations to find the coordinates of B and C. Now find the equation of line BC using the two-point form.",3,3,3,3,3.2,"Both questions involve finding the equation of the third side of a triangle given the equations of the other two sides and a point on the third side. The core approach (finding vertex A, then defining BC) is similar, but the similar question provides an explicit ratio for the internal division point on BC, making it a fully specified and solvable problem of a common type, while the original description (without the image) is underspecified for a unique solution.",google,gemini-2.5-flash
082af,Physics,"If the value is suddenly opened, the pressure and temperature of the gas will be",Increase in temperature of a gas filled in a container would lead to –,0.9707,"The problem states that we need to find out what happens when the temperature of a gas increases. We know that Kinetic Energy (KE) is directly proportional to temperature. Therefore, as temperature increases, KE also increases.",1,2,2,1,1.2,"The original question describes an adiabatic expansion process, leading to a decrease in both pressure and temperature. The similar question describes heating a gas in a closed container, leading to an increase in pressure (Gay-Lussac's Law). The underlying physical processes and principles are different.",google,gemini-2.5-flash
082af,Physics,"If the value is suddenly opened, the pressure and temperature of the gas will be","When a gas filled in a closed vessel is heated by raising the temperature by 1$$^\circ$$C, its pressure increases by 0.4%. The initial temperature of the gas is ___________ K.",0.9671,"The ideal gas law equation $$PV = nRT$$ is used. Since the volume and the amount of gas are constant, the relation between change in pressure and change in temperature is given by $${{dP} \over P} \times 100 = {{dT} \over T} \times 100$$. Substituting the given values, the initial temperature T is calculated.",1,1,2,0,0.8,"The original question deals with the qualitative effects of an adiabatic expansion (pressure and temperature decrease). The similar question is a quantitative problem applying Gay-Lussac's Law (P ∝ T) to calculate initial temperature based on percentage pressure change. The concepts, problem types, and required solutions are fundamentally different.",google,gemini-2.5-flash
088fe,Physics,"Column I gives some graphs for a particle moving along x-axis in positive x-direction. The variable x and t represent speed of particle, x-coordinate of particle and time respectively. Column II gives resulting interpretation. Match the graphs in Column I with the statements in Column II and indicate answer by darkening appropriate bubbles in the 4 x 4 matrix given in the OMR.

The question presents a match the column type problem with two columns, Column I and Column II. Column I contains four graphs labeled A, B, C, and D. Column II contains four statements labeled p, q, r, and s. Graph A shows a straight line with a positive slope on a plot of x vs t^2. Graph B shows a straight line with a positive slope on a plot of x vs t. Graph C shows a straight line with a positive slope on a plot of v^2 vs x. Graph D shows a straight line with a positive slope and a positive y-intercept on a plot of v vs x.","A particle is moving along x-axis and graph between square of speed and position of the particle is given in the figure. At t = 0 and x = 0 m, select correct statement -

The image shows a graph of the square of the speed (v^2) of a particle moving along the x-axis versus its position (x). The x-axis ranges from 0 to 5 m, and the v^2 axis ranges from 0 to 100 m^2/s^2. The graph is a straight line starting at (0, 25 m^2/s^2) and ending at (5 m, 100 m^2/s^2). The x-axis is horizontal and the v^2 axis is vertical. The problem states that at t=0, x=0 m.",0.9664,"The problem involves finding the velocity of a particle moving along the x-axis given a relationship between the square of its speed and its position. First, the equation of the straight line representing \(v^2\) in terms of \(x\) is found. Then, by differentiating this equation with respect to \(x\), the acceleration \(a\) is determined. It is found to be constant. Finally, using the kinematic equation \(v = u + at\), where \(u\) is the initial velocity, \(a\) is the acceleration, and \(t\) is the time, the velocity at \(t = 1\) second is calculated.",4,2,3,3,3.2,"The similar question directly addresses the interpretation of a v^2 vs x graph in kinematics, which is one of the four graphs presented in the original match-the-column question. The conceptual understanding required for this specific graph type is identical, but the overall problem structure is different.",google,gemini-2.5-flash
